Crestwood ,9/11/2025 9:29pm,09-08 Crestwood -Cal Sag Rd and W Playfield Dr,9/8/2025 2:03pm,Monday,8AM-4PM,,,Cal Sag Rd and W Playfield Dr,"ICE Sighting, Rumors",,,SW Suburbs,,,,"STATE: IL, Black, Ford Explorer  License Plate: 109307
STATEL IL Gray Dodge SUV License Plate AP 80758",RRT,,
Chicago - Lower West Side/Pilsen,9/11/2025 9:16pm,09-11 Chicago - Lower West Side/Pilsen-W. Ashland & 18th Street,9/11/2025 9:01pm,Thursday,8AM-4PM,,"3:16PM
From FSN hotline 15 min ago. ICE sighting on Ashland and 18th st. There was one person with a black vest and a gun. He had a clipboard with paper work and was knocking on a door and looking around in the back yard he had a vehicle with lic plate # AF95418.

3:40PM
Not seeing anything matching this description, other than security guard from the bank near there.",W. Ashland & 18th Street,"False, Rumors",,,Pilsen,,checked,,Plates AF95418,FSN,,
Elgin,9/11/2025 9:13pm,09-11 Elgin-Locust St.,9/11/2025 12:00pm,Thursday,12AM-8AM,,One person detained. Six agents. Black Dodge Challenger of Charger & dark grey Dodge Durango. Reported to us by a volunteer.,Locust St.,ICE Sighting,,,Elgin,1,,,Six agents. Black Dodge Challenger or Charger & dark grey Dodge Durango.,RRT,,
Hoffman Estates,9/11/2025 9:13pm,"09-11 Hoffman Estates-Aldi, 375 W Higgins Rd, Hoffman Estates, IL 60169",9/11/2025 1:14pm,Thursday,12AM-8AM,,7:14 AM - ?? Aldi in Hoffman Estates on Golf Road. Believed to be used as staging area. Reported via social media. ,"Aldi, 375 W Higgins Rd, Hoffman Estates, IL 60169",ICE Sighting,,,Elgin,,,,,External,,
Carpentersville,9/11/2025 9:13pm,"09-11 Carpentersville-2 E Main St, Carpentersville, IL",9/11/2025 1:45pm,Thursday,12AM-8AM,,"7:45 am - ?? Otto Engineering, 2 E Main St, Carpentersville. Unverified / Uncertain. May have been a maintenance crew. Reported via social media. ","2 E Main St, Carpentersville, IL",Rumors,,,Elgin,,,,,External,,
Elgin,9/11/2025 9:13pm,09-11 Elgin-Wilcox and Morgan.,9/11/2025 1:53pm,Thursday,12AM-8AM,,"7:53 am - ?? Wilcox and Morgan. Ice reported via social media. Ford expedition reported with out of state plates. Upon arrival and patrolling the area, volunteers didn’t see any suspicious vehicles or officers present. ",Wilcox and Morgan.,Rumors,,,Elgin,,,,"Ford Expedition, out of state plates",External,,
Geneva,9/11/2025 9:13pm,"09-11 Geneva-Kane Co. Courthouse (100 S 3rd St, Geneva, IL 60134)",9/11/2025 2:45pm,Thursday,8AM-4PM,,8:45 am - ?? ICE reportedly at Kane Co Courthouse per one of our volunteers. One detainment reported. ,"Kane Co. Courthouse (100 S 3rd St, Geneva, IL 60134)","ICE Sighting, Public Space Raid",,,Elgin,1,checked,,,RRT,,
Hanover Park,9/11/2025 9:13pm,09-11 Hanover Park-The Oaks Condos in Hanover Park.,9/11/2025 3:04pm,Thursday,8AM-4PM,,9:04 am ??- The Oaks Condos in Hanover Park. What appears to be a home raid caught on video and sent via leads chat. ,The Oaks Condos in Hanover Park.,Home Raid,,,Elgin,,checked,,,RRT,,
Elgin,9/11/2025 9:13pm,09-12 Elgin-Melrose & Carr,9/12/2025 3:45am,Friday,4PM-12AM,,"9:45 am ?? - Melrose and Carr Street. Min. of 4 vehicles. Two trucks. One ram and one gray explorer (180 ELV, North Dakota). Blue explorer (ALK 998, Nebraska). Another ford SUV (AJA 720, Nebraska). Black charger. men wearing green vests saying “ICE.” Officers wearing masks caught on video waving at camera while volunteer recorded. EPD observed driving by the scene. 
Some of the same vehicles observed at an arrest yesterday that occurred on Jay St
6 agents within a block of elementary school (Harriet Gifford?). 
ICE agents were present for more than an hour. Black charger left and didn’t return during that hour. Other vehicles would drive around and return to the location
Chicago Tribune was there taking photos. 
Vehicle with North Dakota plates threw his car in reverse and almost hit a volunteer’s vehicle",Melrose & Carr,"ICE Sighting, Public Space Raid",,,Elgin,,checked,,"Two trucks. One ram and one gray explorer (180 ELV, North Dakota). Blue explorer (ALK 998, Nebraska). Another ford SUV (AJA 720, Nebraska). Black charger.",RRT,,
Elgin,9/11/2025 9:13pm,"09-11 Elgin-Elgin Fresh Market, 306 S McLean Blvd, Elgin, IL 60123",9/11/2025 5:20pm,Thursday,8AM-4PM,,"11:20 am ?? - Fresh Market on McLean. Headed to Mulberry Apartments. Black Ford F150 (TGH 6365, Texas). Volunteer followed vehicle to Route 20 and McClean intersection","Elgin Fresh Market, 306 S McLean Blvd, Elgin, IL 60123",ICE Sighting,,,Elgin,,checked,,"Black Ford F150 (TGH 6365, Texas)",RRT,,
Elgin,9/11/2025 9:13pm,09-11 Elgin-factory on Erie St in Elgin,9/11/2025 5:37pm,Thursday,8AM-4PM,,11:37 am ?? - suspicious gray ford explorer in front of factory on Erie St in Elgin. Believed to be same vehicle observed earlier ,factory on Erie St in Elgin,Rumors,,,Elgin,,,,,RRT,,
Elgin,9/11/2025 9:13pm,09-11 Elgin-Rec Centre of Elgin,9/11/2025 5:57pm,Thursday,8AM-4PM,,"11:57 am ??- Volunteer followed one of the vehicles from earlier sighting, which ended up across from the Rec Centre of Elgin. (Texas TGL 3288 subaru grey) Volunteer reported three ice agents came, then left. But tried involving the police",Rec Centre of Elgin,"ICE Sighting, Public Space Raid",,,Elgin,,checked,,Grey Subaru Texas plates TGL 3288,RRT,,
Elgin,9/11/2025 9:13pm,09-11 Elgin-Carr & Melrose,9/11/2025 6:10pm,Thursday,8AM-4PM,,12:10 am ?? - Carr and Melrose. Volunteer continuing to follow,Carr & Melrose,ICE Sighting,,,Elgin,,,,,RRT,,
Elgin,9/11/2025 9:13pm,09-11 Elgin-Schuler & Melrose,9/11/2025 5:58pm,Thursday,8AM-4PM,,11:58 am ?? - suspicious vehicle at Schuler and Melrose. Volunteer followed car here,Schuler & Melrose,ICE Sighting,,,Elgin,,checked,,,RRT,,
Elgin,9/11/2025 9:13pm,09-11 Elgin-Mulberry Apartments,9/11/2025 6:28pm,Thursday,8AM-4PM,,12:28 pm ??- Suspicious vehicle again reported at Mulberry apartments by residents,Mulberry Apartments,Rumors,,,Elgin,,,,,RRT,,
Elgin,9/11/2025 9:13pm,09-11 Elgin-School off Erie,9/11/2025 7:03pm,Thursday,8AM-4PM,,1:03 pm ??- Another sighting by the school off of Erie. Looked clear when volunteers responded,School off Erie,Rumors,,,Elgin,,,,,RRT,,
Elgin,9/11/2025 9:13pm,"09-11 Elgin-Elgin Fresh Market (306 S McLean Blvd, Elgin, IL 60123)",9/11/2025 7:52pm,Thursday,8AM-4PM,,1:52 pm ?? - social media post of ICE at Fresh Market on McClean. Appeared clear when volunteers responded but we received video of Nissan sedan (gray) with Colorado plates (AIK U16),"Elgin Fresh Market (306 S McLean Blvd, Elgin, IL 60123)",Rumors,,,Elgin,,,,"Gray Nissan Sedan, Colorado plates (AIK U16)",RRT,,
Chicago - Brookfield,9/11/2025 8:32pm,09-09 Chicago - Brookfield-4011 Blanchan Ave.,9/9/2025 8:00pm,Tuesday,8AM-4PM,,"FSN: Parking lot abandoned: 4011 Blanchan Ave, Brookfield.  
with a lot of cars, 15 SUV’s , some with license plates, and some have MP . All men dressed in military outfits. Caller called the police and they said it is a police training. But she doesn’t think so. They have been there for 2 days . Never seen before , it is a vacant building.",4011 Blanchan Ave.,Rumors,,,,0,,,15 SUVs,External,,
Chicago - Little Village / Pilsen,9/11/2025 8:29pm,09-11 Chicago - Little Village / Pilsen-Western & Cermak,9/11/2025 8:15pm,Thursday,8AM-4PM,,FSN: A man was detained by ice in western and cermack by the bus stop. The said 4 agents but did not see any of the cars.,Western & Cermak,"ICE Sighting, Public Space Raid",,,,1,,,,FSN,,
West Town/Wicker,9/11/2025 8:03pm,09-11 West Town/Wicker-Western and Le Moyne,9/11/2025 8:03pm,Thursday,8AM-4PM,,FSN: ???? Potential spotting of ICE vehicle on Western and Le Moyne. Homeland security vehicle going east on Le Moyne -- caller said they saw them 3 minutes ago (3 min ago as of 9/11 at 2:03pm),Western and Le Moyne,"ICE Sighting, Rumors",,,,,,,,FSN,,
Chicago - Loop,9/11/2025 8:00pm,09-11 Chicago - Loop-Wabash & Adams,9/11/2025 8:10pm,Thursday,8AM-4PM,,Police vehicle followed by Channel 7 news vehicle. Downtown team determined false.,Wabash & Adams,FALSE,,,,,,,,FSN,,
The Loop,9/11/2025 8:00pm,09-11 The Loop-State and Jackson,9/11/2025 8:00pm,Thursday,8AM-4PM,,FSN:CALLER JUST REPORTEDState andJackson  there was officer with Homeland Security gear where he approached someone of color very short interaction no further info --> Downtown team went to see and spoke with Barnes and nobles at that corner customers and staff and no one saw anything- determine false at this time for tracking,State and Jackson,"False, ICE Sighting",,,Other,,checked,,,FSN,,
Little Village,9/11/2025 7:35pm,09-09 Little Village-31st and Cicero,9/9/2025 6:00pm,Tuesday,8AM-4PM,,FSN: Video sent by daughter of individual detained getting more info but I believe this is from yesterday will send updates as the daughter sends them --> this was Tuesday (9/9) :( we called it in here as it was happening. We put an alert out for Tuesday and shared icirrs FSN number to the family --> this might be Jesus Zacarias Garcia,31st and Cicero,ICE Sighting,,,,,,,,"FSN, RRT",,
Joliet,9/11/2025 7:30pm,09-11 Joliet-308 Western Ave.,9/11/2025 7:30pm,Thursday,8AM-4PM,,"FSN: ???? spotted at gas station on 308 Western Ave Joilet IL a few minutes ago. Caller said she is sending in a video showing 8 ICE agents at gas station. She said she knows the owner of the gas station and he confirmed that 1 person of Jamaican descent was taken. Said some agents were wearing U.S. marshal vests. --> FYI: The person that called this in is a member of the newly formed RRT in SW Suburbs led by AAAN --> Gas station owner is a community member. --> Just confirmed with jail and court records, arrestee was a Joshua Winters, based on a failure to appear warrant to drug and firearm related charges!",308 Western Ave.,"False, ICE Sighting",,,SW Suburbs,,checked,,,FSN,,
Maywood,9/11/2025 7:29pm,"09-11 Maywood-290, exiting on 1st",9/11/2025 7:29pm,Thursday,8AM-4PM,,ICE is pulling people over on 20- exiting on 1st. --> Melrose Park RRT Just checked all exits and entrances at 1st and 290 and there is nothing unusual happening. There is an individual in a tan sedan broken down on the entrance to 200 going west,"290, exiting on 1st","ICE Sighting, Rumors",,,Melrose Park/Oak Park,,checked,,,FSN,,
Wicker Park,9/11/2025 6:58pm,"09-11 Wicker Park-1313 N Claremont Ave, Chicago, IL 60622",9/11/2025 6:58pm,Thursday,8AM-4PM,,Reporting a possible ICE vehicle 30 minutes ago by AN Pritzkerschool in Wicker Park driving on Schiller west…right on Hoyne. White SUV labeled FEDERAL PROTECTIVE POLICE. Driving in direction of Jose de Diego school. This is an image of what the car looks like,"1313 N Claremont Ave, Chicago, IL 60622","ICE Sighting, Rumors",,,Chicago NWS,,,,,FSN,,
Midway Airport,9/11/2025 6:41pm,09-11 Midway Airport-Corner of Archer and Harlem,9/11/2025 6:41pm,Thursday,8AM-4PM,,FSN: potential a ?? activity located on the corner of archer and harlem. There are 3 ?? agents at the standing at the doors of the store. Question people as they come in and out.,Corner of Archer and Harlem,"ICE Sighting, Rumors",,,Chicago SWS,,checked,,,FSN,,
Cicero,9/11/2025 6:11pm,09-11 Cicero-Circling the block between 14th and 50th Ct.,9/11/2025 6:11pm,Thursday,8AM-4PM,,"Ice Presence in Cicero confirmed, they keep circling the block 14th and 50th CT, RR is following and staying on the block

",Circling the block between 14th and 50th Ct.,ICE Sighting,,,Cicero/Berwyn,,checked,,"Maryland Silver Ford Explorer IGD40277
Maryland Grey Dodge Charger IGD0030
Blue Ford Expedition 7FM2594",RRT,,
Rolling Meadows,9/11/2025 5:40pm,09-11 Rolling Meadows-Kirchoff and East Frontage Road,9/11/2025 5:40pm,Thursday,8AM-4PM,,FSN: in rolling meadows white jeep with ice logo on the door on kirchoff and east frontage road. just seen and only this one vehicle driving around at this time --> RRT member said they'd check it out,Kirchoff and East Frontage Road,"Rumors, ICE Sighting",,,Palatine/Rolling Meadows,,checked,,,FSN,,
Joliet,9/11/2025 5:27pm,"09-11 Joliet-561 E Cass St, Joliet, IL 60432",9/11/2025 5:27pm,Thursday,8AM-4PM,,FSN: possible ice sighting as of yesterday received a lot of messages from coworkers stating ice was seeing yesterday and today en el ranchito and la lomas in joliet on the east side. and possibly someone was taken yesterday. coworkers seen them patroling around as of this morning,"561 E Cass St, Joliet, IL 60432","Rumors, ICE Sighting",,,,,,,,FSN,,
Lower West Side/Heart of Chicago,9/11/2025 4:23pm,09-11 Lower West Side/Heart of Chicago-Blue Island and Western/Leavitt and Western,9/11/2025 4:23pm,Thursday,8AM-4PM,,RRT member's friend's mom saw ICE in Hummer trucks on Blue Island/Leavitt and Western. RRT dispatched and didn't see anything suspicious,Blue Island and Western/Leavitt and Western,"ICE Sighting, Rumors",,,Pilsen,,checked,,,RRT,,
Archer Heights,9/11/2025 4:16pm,09-11 Archer Heights-5331 S Kilbourn Ave.,9/11/2025 4:16pm,Thursday,8AM-4PM,,"FSN At 5331 Kilborn Ave 60632, they just saw a dark green car. An officer entered the car. It just moved. It's going south on Kilborn",5331 S Kilbourn Ave.,"ICE Sighting, Rumors",,,,,,,,FSN,,
Berwyn,9/11/2025 3:56pm,09-11 Berwyn-South Harlem and Cermak,9/11/2025 3:56pm,Thursday,8AM-4PM,,FSN: possible ice sighting guy just called twice calls says south harlem then now calls and says south harlem and carmak,South Harlem and Cermak,"ICE Sighting, Rumors",,,,,,,,FSN,,
North Lawndale,9/11/2025 3:54pm,09-11 North Lawndale-54th and Cermak,9/11/2025 3:54pm,Thursday,8AM-4PM,,"54th and Kostner man with tactical gear in car, refuses to identify himself. SWT has been there and is sending backup. --> according to trained folks on site: they have tactile uniform and refuse to identify or open their doors/windows --> Iowa plates car has 2 people in front with tactile gear, second car behind is one person can’t tell what they are wearing --> These are the two vehicles that were reported on 54th and Kostner. Can alert be sent out to 60629/60632 area codes",54th and Cermak,ICE Sighting,,,Chicago SWS,,,,"Silver/white WI plates 378-NSV
Silver Nissan Iowa plates ETM 397",RRT,,
Berwyn,9/11/2025 3:31pm,"09-11 Berwyn-3811 S Harlem Ave, Berwyn, IL 60402",9/11/2025 3:31pm,Thursday,8AM-4PM,,FSN: there is a black out gray SUV parked across the street from Berwyn fruit market. This truck has been driving around Cicero this week. # of agents unknown. No picture. --> RRT checked out sighting and found that there was no ICE presence and the vehicle was just a regular SUV.,"3811 S Harlem Ave, Berwyn, IL 60402","ICE Sighting, False",,,Cicero/Berwyn,,checked,,,FSN,,
Evanston,9/11/2025 3:20pm,"09-11 Evanston-1600 Dodge Ave, Evanston, IL 60201",9/11/2025 3:20pm,Thursday,8AM-4PM,,"FSN: Ice sighting . Evanston High School , truck parked in Dodge Ave. no pictures a worker told the caller, and they called us . 9am <-- related to report from 9/11 that shared ICE sighting at Cahill Plumbing. Also related to other sighings in the area, i.e. common staging area for ICE.","1600 Dodge Ave, Evanston, IL 60201","ICE Sighting, Rumors",,,Evanston,,,,,FSN,,
"Lemont, IL",9/11/2025 3:06pm,"09-11 Lemont, IL-9700 Lemont Rd, Lemont, IL 60439",9/11/2025 3:06pm,Thursday,8AM-4PM,,"FSN: ICE sighting at 97th and La Monte by the La Monte National Bank. Big group of ICE agents (estimated 40 to 50 people) suited up in black and camouflage. They are standing outside the bank and in the lawn, with lots of trucks and vehicles nearby.","9700 Lemont Rd, Lemont, IL 60439","ICE Sighting, Rumors",,,,,,,,FSN,,
Marshall Square/Heart of Chicago,9/11/2025 3:00pm,"09-11 Marshall Square/Heart of Chicago-2200 S Western Ave, Chicago, IL 60608",9/11/2025 2:30pm,Thursday,8AM-4PM,,ICE sighting at the FairPlay on Western. RRT upon checking out scene saw a Black Nissan Rogue. Information below.,"2200 S Western Ave, Chicago, IL 60608","ICE Sighting, Rumors",,,,,checked,,Black Nissan Rogue IL plates FP 321450,RRT,,
Bloomingdale,9/11/2025 2:55pm,09-11 Bloomingdale-N/A,9/11/2025 2:55pm,Thursday,8AM-4PM,,N/A,N/A,ICE Sighting,,,,,,,,RRT,,
West Eldson/Gage Park,9/11/2025 2:43pm,"09-11 West Eldson/Gage Park-3826 W 58th St, Chicago, IL 60629",9/11/2025 2:43pm,Thursday,8AM-4PM,,"Potential ICE sighting at the intersection of 56th and Springfield, three blocks from Peck Elementary School in West Elsdon. One unmarked car with two people inside. They got out of the car and knocked on the front door and windows of a residential house around 7 am this morning. Caller lives in a mixed status household and afraid for family member's safety","3826 W 58th St, Chicago, IL 60629",ICE Sighting,,,Chicago SWS,,,,,FSN,,
Countryside/Hodgkins,9/11/2025 2:41pm,"09-11 Countryside/Hodgkins-9450 Joliet Rd, Hodgkins, IL 60525",9/11/2025 2:38pm,Thursday,8AM-4PM,,2-3 white vans sighted at Hodgkins Walmart. 4 men in regular clothing but with green masks/vests. Vests said police but reporter couldn't see other writing.,"9450 Joliet Rd, Hodgkins, IL 60525","ICE Sighting, Rumors",,,,,,,White vans,RRT,,
"Carpentersvile, IL",9/11/2025 2:39pm,"09-11 Carpentersvile, IL-Otto Engineering-- 2 E Main St, Carpentersville, IL",9/11/2025 2:39pm,Thursday,8AM-4PM,,FSN: Ice activity in OTO company in carpentersvile il the person that call called that agents with green vests in front of the company. Elgin RRT responded since they were also sent a message on FB. RRT reports that men in vests appeared to be maintenance workers.,"Otto Engineering-- 2 E Main St, Carpentersville, IL","False, ICE Sighting, Rumors",,,Elgin,,checked,,,FSN,,
NWS,9/11/2025 2:19pm,09-11 NWS-West on 290 at Higgins,9/11/2025 2:19pm,Thursday,8AM-4PM,,"Four large National Guard vehicles going west on 290 at Higgins. One of our members followed them until that point.

White Ford sedan behind all of them with a federal plate license plate number 2944W",West on 290 at Higgins,"ICE Sighting, Rumors",,,Cicero/Berwyn,,,,License plate number 2944W,RRT,,
Pilsen,9/11/2025 2:07pm,09-11 Pilsen-19th and Loomis,9/11/2025 2:07pm,Thursday,8AM-4PM,,"Notified by a teacher that ICE agents were chasing someone into a yard by 19th and Loomis. When RRT checked it out ""Van is gone, no signs of anything, going to ask teachers at the school nearby""",19th and Loomis,"ICE Sighting, Rumors",,,Pilsen,,checked,,"Grey Dodge van, license plate AA6 5331",External,,
Dempster/Dodge,9/11/2025 1:52pm,"09-11 Dempster/Dodge-1829 Dempster St, Evanston, IL 60201",9/11/2025 12:09pm,Thursday,12AM-8AM,,"6:09 am activity, 
Burger King parking lot 
Dempster/Dodge 
Second day in a row that they stage there according to workers 


if someone can take notes of descriptions of cars. Not an active threat.","1829 Dempster St, Evanston, IL 60201","ICE Sighting, Rumors",,,Evanston,,,,Various vehicles (all included in videos),External,,
Evanston,9/11/2025 1:52pm,"09-11 Evanston-1515 Church St, Evanston, IL 60201",9/11/2025 11:45am,Thursday,12AM-8AM,,"To the residents of Evanston, I would like to bring to your attention that on Church Street, adjacent to my house, there is a parking lot. This morning I witnessed a large team from ICE gathered outside. While I only captured a photograph of the last two individuals departing, there were many more, including a whole squad team and four additional vehicles beside these two. ","1515 Church St, Evanston, IL 60201","ICE Sighting, Rumors",,,Evanston,,,,,External,,
Melrose Park,9/11/2025 1:31pm,09-11 Melrose Park-10305 W Lyndale Ave.,9/11/2025 1:31pm,Thursday,12AM-8AM,,ICE agents are parked near 10305 w Lyndale Ave in melrose park. There are sitting in 2 pick up trucks looking at 3 different houses waiting for someone to come out. They’re wearing regular clothes with a vest on. They were there yesterday and caller is seeing them again right now outside of her house.,10305 W Lyndale Ave.,"Rumors, ICE Sighting",,,Melrose Park/Oak Park,,checked,,"Black (maybe a Ford Explorer) SUV, Ford, Nebraska plates, AJA720","FSN, External",,
Midway,9/11/2025 1:00pm,"09-11 Midway-Chicago Marriott Midway/surrounding hotels on 6520 S. Cicero Ave. Chicago, IL 60638",9/11/2025 2:00pm,Thursday,8AM-4PM,,"Photos/video taken this morning (9/11/25) around 7:00am at the Chicago Marriott Midway/surrounding hotels on 6520 S Cicero Ave, Chicago IL 60638. Wearing plain clothes with green vests. Black car has no license plates in the front. post: https://www.facebook.com/share/p/1LvRUdf369/?mibextid=wwXIfr","Chicago Marriott Midway/surrounding hotels on 6520 S. Cicero Ave. Chicago, IL 60638","ICE Sighting, Rumors",,,,,,,,External,,
West Garfield Park/Cicero,9/11/2025 12:49pm,09-11 West Garfield Park/Cicero-Cicero and Roosevelt,9/11/2025 12:49pm,Thursday,12AM-8AM,,FSN: ice on Cicero and Roosevelt. agents regustering license plates and have a machine to identify faces but RRT didn't see agents at site.,Cicero and Roosevelt,"ICE Sighting, Rumors",,,Cicero/Berwyn,,checked,,,FSN,,
Skokie,9/10/2025 5:56am,"09-10 Skokie-Keeler Ave & Oakton St., Skokie, IL 60076",9/10/2025 5:56am,Wednesday,4PM-12AM,,"FSN: ""Ice sighting, White truck that said dhs homeland security, Keeler and Oakton at a red light it was going south.""

Niles Township RRT stated they would keep an eye out for the truck.","Keeler Ave & Oakton St., Skokie, IL 60076","ICE Sighting, Rumors",,,Nile Township,,,,,FSN,,
Chicago,9/10/2025 3:03am,"09-10 Chicago-Chicago Marriott Midway, 6520 S Cicero Ave, Chicago, IL 60638",9/10/2025 2:20am,Wednesday,4PM-12AM,,"FSN: ""About 40min ago. ICE at the Marriot Hotel by Midway on Cicero""
","Chicago Marriott Midway, 6520 S Cicero Ave, Chicago, IL 60638","ICE Sighting, Rumors, Corporate Collaboration",,,,,,"Chicago Marriott Midway, 6520 S Cicero Ave, Chicago, IL 60638",,FSN,,
Chicago - Park West,9/10/2025 1:41am,"09-10 Chicago - Park West-W Wrightwood Ave & N Clark St., Chicago, IL 60614",9/10/2025 1:40am,Wednesday,4PM-12AM,,"FSN: ""possible ice sighting at Clarke and wrightwood 60614 just gave the streets and hung up quick""
","W Wrightwood Ave & N Clark St., Chicago, IL 60614","ICE Sighting, Rumors",,,,,,,,FSN,,
Chicago - McKinley Park,9/10/2025 1:08am,"09-10 Chicago - McKinley Park-W 34th Pl & S Western Ave., Chicago, IL 60608",9/10/2025 1:05am,Wednesday,4PM-12AM,,"FSN: ""Ice sighting ten min ago by Western and 34th st heading towards little village. There was two white suvs that had no logos on them parked and a black one passed by that said ICE on it.""
","W 34th Pl & S Western Ave., Chicago, IL 60608","ICE Sighting, Rumors",,,,,,,,FSN,,
Cicero,9/10/2025 12:52am,"09-09 Cicero-2601 S Cicero Ave., Cicero, IL 60804",9/10/2025 12:40am,Tuesday,4PM-12AM,,"FSN: ""ICE aproximadamente 10 minutos en 2601 S Cicero Ave. 1 agent. Plates El 82504 Silver Cherokee jeep will send picture""
From email to OCAD: ""Hello,I just left the Sam’s Club in Cicero, IL. African-American male wearing a black vest that said “Police” is parked right by the entrance of the store. This was around 6:40pm on September 9th, 2025.""
From SWS RRT at 7:03 pm: ""team member is asking agent who they are, they are responding they are with the state- they are by themselves - more RR members are heading over to make sure he leaves.""
From SWS RRT at 7:42 pm: ""the person who had a black vest is now claiming to be private security of sams club - tho their attire is not appropriate/very militarized for a sam's club""
","2601 S Cicero Ave., Cicero, IL 60804","ICE Sighting, Rumors, False",,,Cicero/Berwyn,,,,"EL82504, Silver Cherokee Jeep",FSN,,
Chicago,9/10/2025 12:30am,"09-09 Chicago-7100 S Cicero Ave, Chicago, IL 60629",9/10/2025 12:30am,Tuesday,4PM-12AM,,"FSN: ""Ice sighting in the 71 and Cicero by the target. Two gray trucks with 2 agents inside. Black vest.""
From SWS RRT: ""No sign of activity, passing out KYR cards.""","7100 S Cicero Ave, Chicago, IL 60629","ICE Sighting, Rumors",,,Chicago SWS,,,,,FSN,,
Chicago - Pilsen,9/10/2025 12:25am,"09-09 Chicago - Pilsen-S Newberry Ave & W 18th St., Chicago, IL 60608",9/10/2025 12:25am,Tuesday,4PM-12AM,,"FSN: ""ICE sighting on 18th & Newberry St 60608 at 5:52 by the alley. Ford with officers inside""
Pilsen RRT: ""Our folks have been onsite and havent found anything, unverified.""","S Newberry Ave & W 18th St., Chicago, IL 60608","ICE Sighting, Rumors",,,Pilsen,,,,,FSN,,
Chicago - West Ridge,9/9/2025 11:22pm,"09-09 Chicago - West Ridge-W Albion Ave & N Artesian Ave., Chicago, IL 60645",9/9/2025 11:20am,Tuesday,12AM-8AM,,"FSN: ""possible bounty hunter/ICE artesian and albion and artesian and north shore driving in red cruiser and told passenger and pointed at apartment and said this is the one took pictures of outside of building. got back in truck and drove to second location and repeated the picture taking. believe they will come back to those locations.""","W Albion Ave & N Artesian Ave., Chicago, IL 60645","Rumors, ICE Sighting",,,,,,,,FSN,,
Chicago - Loop,9/9/2025 11:17pm,"09-09 Chicago - Loop-Lake Red Line CTA Station, 188 N State St., Chicago, IL 60601",9/9/2025 11:00pm,Tuesday,4PM-12AM,,"FSN: ""Possible ice sighting In red line at Lake stop. Tan vest said police in the front camo shirt under and green ish or grey ish cargo pants and they were telling someone to get off the train but he didn’t get out. This was at 5:00 pm""","Lake Red Line CTA Station, 188 N State St., Chicago, IL 60601","ICE Sighting, Rumors",,,,,,,,FSN,,
Chicago - Belmont Central,9/9/2025 11:16pm,"09-09 Chicago - Belmont Central-2828 N Central Ave, Chicago, IL 60634",9/9/2025 11:15pm,Tuesday,4PM-12AM,,"FSN : ""ICE was spotted in the Aldi parking lot by Diversey and Central Ave. About 6 officers outside of their trucks. 2 SUVs. One black and the other dark grey. They are still there just looking around. They don’t have vests but have khakis and black shirts and officer gear""
From NWS RRT: ""Clear. No agents present.""","2828 N Central Ave, Chicago, IL 60634","ICE Sighting, Rumors",,,Chicago NWS,,,,,FSN,,
Chicago - Scottsdale,9/9/2025 11:15pm,"09-09 Chicago - Scottsdale-7808 S Keeler Ave, Chicago, IL 60652",9/9/2025 11:15pm,Tuesday,4PM-12AM,,"FSN: ""caller keeps seeing this unmarked van riding aroung her house 7808 south keeler . will be sending videos and pictures of van""

From follow-up email: ""Hola fue ayer , empezó a dar vueltas entre las 9 am y así 12, 3 y 5 de la tarde 78th and keeler."" Van circled neighborhood around 78th and Keeler at 9 am, 12 pm, 3 pm, and 5 pm.","7808 S Keeler Ave, Chicago, IL 60652","ICE Sighting, Rumors",,,,,,,,FSN,,
Chicago,9/9/2025 10:59pm,"09-09 Chicago-7200 S Cicero Ave, Chicago, IL 60629",9/9/2025 10:55pm,Tuesday,4PM-12AM,,"FSN: ""7200 south cicero ave 3 ice vehicles outside sams beauty warehouse""
From SWS RRT: ""Talked to security and staff. Apparently, there was a black suv in the plaza parking lot since about 2pm, just driving around. At one point, about an hour ago, they parked by the Sam’s beauty warehouse and allegedly spoke to Bedford police. They believe it was ice but couldn’t tell if there was wording on their outfits, only that they did have vests. I left some cards and asked them to call the hotline if this ever happens again and try to film too""","7200 S Cicero Ave, Chicago, IL 60629","ICE Sighting, Rumors",,,Chicago SWS,,,,,FSN,,
Melrose Park,9/9/2025 10:09pm,09-09 Melrose Park-,9/9/2025 9:30pm,Tuesday,8AM-4PM,,"From network member: ""Melrose Park this afternoon wandering though the streets FM 70633 Illinois - Durango. Reported at 330pm""

Cicero Berwyn team looked up license plate in their database and did not find anything there.",,"ICE Sighting, Rumors",,,Melrose Park/Oak Park,,,,"FM70633, IL, White Dodge Durango",RRT,,
Chicago - Back of the Yards,9/9/2025 10:07pm,"09-09 Chicago - Back of the Yards-S Winchester Ave & W 52nd St, Chicago, IL 60609",9/9/2025 10:00pm,Tuesday,4PM-12AM,,"From an RRT Network member: ""From other chat: School teacher confirmed in parent chat that ICE is at 52nd and Winchester waiting for kids to be picked up by parents at dismissal""","S Winchester Ave & W 52nd St, Chicago, IL 60609","ICE Sighting, Rumors",,,,,,,,RRT,,
